"FileName","MissingCount"
"20220722_193019.jpg","1"
"20220810_185034.jpg","1"
"20220810_185116.jpg","1"
"20220812_220710.jpg","1"
"20220909_161436.jpg","1"
"20221118_053745.jpg","1"
"20230108_204135.jpg","1"
"20230407_202156.jpg","1"
"20230407_202205.jpg","1"
"20230407_202213.jpg","1"
"20230408_033200.jpg","1"
"20230408_033233.jpg","1"
"20230408_033250.jpg","1"
"20230408_033336.jpg","1"
"20230408_082651.jpg","1"
"20230408_082749.jpg","1"
"20230408_082848.jpg","1"
"20230409_094112.jpg","1"
"20230409_133031.jpg","1"
"20230409_133035.jpg","1"
"20230409_133112.jpg","1"
"20230409_133117.jpg","1"
"20230409_143926.jpg","1"
"20230409_144456.jpg","1"
"20230409_220456.jpg","1"
"20230409_220500.jpg","1"
"20230410_163058.jpg","1"
"20230410_175208.jpg","1"
"20230410_175303.jpg","1"
"20230410_175305.jpg","1"
"20230410_175336.jpg","1"
"20230410_181616.jpg","1"
"20230410_184121.jpg","1"
"20230410_184131.jpg","1"
"20230410_201625.jpg","1"
"20230410_201644.jpg","1"
"20230410_201859.jpg","1"
"20230410_201920.jpg","1"
"20230412_122534.jpg","1"
"20230412_152611.jpg","1"
"20230413_171951.jpg","1"
"20230413_172000.jpg","1"
"20230413_172422.jpg","1"
"20230413_172800.jpg","1"
"20230414_153746.jpg","1"
"20230414_153751.jpg","1"
"20230414_153911.jpg","1"
"20230414_162611.jpg","1"
"20230415_155135.jpg","1"
"20230415_165342.jpg","1"
"20230416_175240.jpg","1"
"20230416_210434.jpg","1"
"20230416_210444.jpg","1"
"20230417_080546.jpg","1"
"20230417_080551.jpg","1"
"20230418_072544.jpg","1"
"20230418_072654.jpg","1"
"20230418_074256.jpg","1"
"20230418_074257.jpg","1"
"20230418_080757.jpg","1"
"20230418_080802.jpg","1"
"20230419_190549.jpg","1"
"20230419_190553.jpg","1"
"20230420_182625.jpg","1"
"20230420_182653.jpg","1"
"20230420_183713.jpg","1"
"20230421_111320.jpg","1"
"20230421_131804.jpg","1"
"20230421_131811.jpg","1"
"20230421_131945.jpg","1"
"20230421_184232.jpg","1"
"20230422_143316.jpg","1"
"20230422_151902.jpg","1"
"20230422_151906.jpg","1"
"20230422_152113.jpg","1"
"20230422_193454.jpg","1"
"20230422_193502.jpg","1"
"20230422_193505.jpg","1"
"20230423_175301.jpg","1"
"20230423_175330.jpg","1"
"20230423_175512.jpg","1"
"20230423_175743.jpg","1"
"20230423_175847.jpg","1"
"20230425_114727.jpg","1"
"20230425_114730.jpg","1"
"20230425_114733.jpg","1"
"20230425_114748.jpg","1"
"20230425_152511.jpg","1"
"20230427_140542.jpg","1"
"20230427_140550.jpg","1"
"20230427_140637.jpg","1"
"20230428_202116.jpg","1"
"20230428_202345.jpg","1"
"20230428_202504.jpg","1"
"20230429_163238.jpg","1"
"20230429_165315.mp4","1"
"20230429_175420.jpg","1"
"20230429_175430.jpg","1"
"20230429_175456.mp4","1"
"20230429_191238.jpg","1"
"20230501_104926.jpg","1"
"20230501_141423.jpg","1"
"20230501_141435.jpg","1"
"20230501_142545.jpg","1"
"20230501_144039.jpg","1"
"20230502_184023.jpg","1"
"20230502_185744.jpg","1"
"20230503_165631.jpg","1"
"20230507_061203.jpg","1"
"20230507_061204.jpg","1"
"20230507_061210.jpg","1"
"20230507_072245.mp4","1"
"20230507_094404.jpg","1"
"20230507_094411.jpg","1"
"20230514_155353.jpg","1"
"20230514_181603.jpg","1"
"20230514_181606.jpg","1"
"20230515_182428.jpg","1"
"20230515_182623.jpg","1"
"20230515_182710.jpg","1"
"20230515_204849.jpg","1"
"20230516_170737.jpg","1"
"20230521_071023.jpg","1"
"20230521_071027.jpg","1"
"20230521_071037.jpg","1"
"20230521_071044.jpg","1"
"20230521_071048.jpg","1"
"20230521_071058.jpg","1"
"20230521_090649.jpg","1"
"20230521_090733.jpg","1"
"20230521_090738.jpg","1"
"20230521_091145.jpg","1"
"20230521_091356.jpg","1"
"20230521_091400.jpg","1"
"20230521_091404.jpg","1"
"20230521_091416.jpg","1"
"20230521_091429.jpg","1"
"20230521_095247.jpg","1"
"20230521_095252.jpg","1"
"20230521_095316.jpg","1"
"20230521_095321.jpg","1"
"20230521_101957.jpg","1"
"20230521_105000.jpg","1"
"20230521_105653.jpg","1"
"20230521_105747.jpg","1"
"20230521_105830.jpg","1"
"20230521_110116.jpg","1"
"20230521_110138.jpg","1"
"20230523_094025.jpg","1"
"20230523_094029.jpg","1"
"20230523_094034.jpg","1"
"20230527_191402.jpg","1"
"20230616_135106.jpg","1"
"20230616_135107.jpg","1"
"20230616_135109.jpg","1"
"20230616_135208.jpg","1"
"20230810_075644.jpg","1"
"20230918_175003.jpg","1"
"20230918_175007(0).jpg","1"
"20230918_175007.jpg","1"
"20231002_181025.jpg","1"
"20231006_231458.jpg","1"
"20231006_231510.jpg","1"
"20240319_153839.jpg","1"
"20240405_093146.jpg","1"
"20240405_200153.jpg","1"
"20240407_125528.jpg","1"
"20240408_183350.jpg","1"
"20240408_183702.jpg","1"
"przy świetle 4;5.jpg","1"
